"Periodo","edades","sexo","valor"
1908,"0","Hombres",303915.69
1908,"0","Mujeres",293127.94
1908,"1","Hombres",268001.04
1908,"1","Mujeres",265371.18
1908,"2","Hombres",254761.14
1908,"2","Mujeres",247724.96
1908,"3","Hombres",249420.63
1908,"3","Mujeres",248120.89
1908,"4","Hombres",245973.37
1908,"4","Mujeres",243290.22
1908,"5","Hombres",246377.85
1908,"5","Mujeres",242399.84
1908,"6","Hombres",220680.87
1908,"6","Mujeres",216872.95
1908,"7","Hombres",236969.63
1908,"7","Mujeres",236416.82
1908,"8","Hombres",197558.69
1908,"8","Mujeres",194955.93
1908,"9","Hombres",221148.67
1908,"9","Mujeres",222896.94
1908,"10","Hombres",198535.36
1908,"10","Mujeres",198533.61
1908,"11","Hombres",203900.88
1908,"11","Mujeres",202979.02
1908,"12","Hombres",181938.28
1908,"12","Mujeres",187624.58
1908,"13","Hombres",175181.72
1908,"13","Mujeres",188157.03
1908,"14","Hombres",174841.35
1908,"14","Mujeres",179472.21
1908,"15","Hombres",185408.24
1908,"15","Mujeres",206642.43
1908,"16","Hombres",150094.6
1908,"16","Mujeres",166301.02
1908,"17","Hombres",159047.5
1908,"17","Mujeres",205048.93
1908,"18","Hombres",142043.68
1908,"18","Mujeres",148034.16
1908,"19","Hombres",172388.84
1908,"19","Mujeres",182553.7
1908,"20","Hombres",165302.06
1908,"20","Mujeres",162157.68
1908,"21","Hombres",154683.97
1908,"21","Mujeres",176965.33
1908,"22","Hombres",152667.9
1908,"22","Mujeres",173355.94
1908,"23","Hombres",149750.44
1908,"23","Mujeres",165582.46
1908,"24","Hombres",136899.14
1908,"24","Mujeres",142151.11
1908,"25","Hombres",151952.03
1908,"25","Mujeres",171922.87
1908,"26","Hombres",119062.57
1908,"26","Mujeres",125497.83
1908,"27","Hombres",186448.59
1908,"27","Mujeres",225171.13
1908,"28","Hombres",99016.75
1908,"28","Mujeres",101007.93
1908,"29","Hombres",134714.23
1908,"29","Mujeres",146178.93
1908,"30","Hombres",122566.8
1908,"30","Mujeres",125805.14
1908,"31","Hombres",124604.7
1908,"31","Mujeres",138680.29
1908,"32","Hombres",127383.97
1908,"32","Mujeres",139303.65
1908,"33","Hombres",127382.98
1908,"33","Mujeres",146073.67
1908,"34","Hombres",105181.78
1908,"34","Mujeres",112612.36
1908,"35","Hombres",127742.74
1908,"35","Mujeres",141065.61
1908,"36","Hombres",97855.1
1908,"36","Mujeres",100220.9
1908,"37","Hombres",194087.75
1908,"37","Mujeres",219796.09
1908,"38","Hombres",78849.72
1908,"38","Mujeres",79079.46
1908,"39","Hombres",113585.43
1908,"39","Mujeres",119135.82
1908,"40","Hombres",89039.83
1908,"40","Mujeres",92243.21
1908,"41","Hombres",108023.43
1908,"41","Mujeres",115814.63
1908,"42","Hombres",124467.24
1908,"42","Mujeres",125006.96
1908,"43","Hombres",104329.23
1908,"43","Mujeres",113969.14
1908,"44","Hombres",85321.29
1908,"44","Mujeres",88104.97
1908,"45","Hombres",110996.64
1908,"45","Mujeres",121712.52
1908,"46","Hombres",84984.5
1908,"46","Mujeres",83464.36
1908,"47","Hombres",174834.74
1908,"47","Mujeres",203284.16
1908,"48","Hombres",69732.21
1908,"48","Mujeres",66579.06
1908,"49","Hombres",91718.15
1908,"49","Mujeres",96016.38
1908,"50","Hombres",70943.88
1908,"50","Mujeres",71034.52
1908,"51","Hombres",82473.88
1908,"51","Mujeres",94941.63
1908,"52","Hombres",89106.73
1908,"52","Mujeres",92774.73
1908,"53","Hombres",86192.71
1908,"53","Mujeres",96246.45
1908,"54","Hombres",64983.06
1908,"54","Mujeres",68784.26
1908,"55","Hombres",82041.84
1908,"55","Mujeres",93167.31
1908,"56","Hombres",62057.83
1908,"56","Mujeres",62016.46
1908,"57","Hombres",142061.81
1908,"57","Mujeres",183134.45
1908,"58","Hombres",56014.26
1908,"58","Mujeres",54668.58
1908,"59","Hombres",71236.9
1908,"59","Mujeres",74594.02
1908,"60","Hombres",57943.8
1908,"60","Mujeres",58677.77
1908,"61","Hombres",65616.65
1908,"61","Mujeres",71498.56
1908,"62","Hombres",67360.02
1908,"62","Mujeres",73687.28
1908,"63","Hombres",62110.68
1908,"63","Mujeres",64451.01
1908,"64","Hombres",49683.55
1908,"64","Mujeres",49814.24
1908,"65","Hombres",53749.2
1908,"65","Mujeres",60573.25
1908,"66","Hombres",37187.08
1908,"66","Mujeres",38223
1908,"67","Hombres",77579.73
1908,"67","Mujeres",96271.65
1908,"68","Hombres",30236.76
1908,"68","Mujeres",30113.04
1908,"69","Hombres",35329.09
1908,"69","Mujeres",38028.91
1908,"70","Hombres",27724.93
1908,"70","Mujeres",28110.5
1908,"71","Hombres",29347.61
1908,"71","Mujeres",30285.73
1908,"72","Hombres",29975.33
1908,"72","Mujeres",32311.96
1908,"73","Hombres",25770.09
1908,"73","Mujeres",28397.02
1908,"74","Hombres",21192.96
1908,"74","Mujeres",21775.5
1908,"75","Hombres",21700.53
1908,"75","Mujeres",23774.17
1908,"76","Hombres",14476.3
1908,"76","Mujeres",15527.78
1908,"77","Hombres",26273.81
1908,"77","Mujeres",37367.86
1908,"78","Hombres",12273.98
1908,"78","Mujeres",14334
1908,"79","Hombres",12271.75
1908,"79","Mujeres",15094.34
1908,"80","Hombres",13080.83
1908,"80","Mujeres",17995.74
1908,"81","Hombres",10697.84
1908,"81","Mujeres",14899.61
1908,"82","Hombres",9375.35
1908,"82","Mujeres",13464.46
1908,"83","Hombres",8019.61
1908,"83","Mujeres",11774
1908,"84","Hombres",6485.47
1908,"84","Mujeres",9865.35
1908,"85","Hombres",4976.04
1908,"85","Mujeres",7893.24
1908,"86","Hombres",3963.94
1908,"86","Mujeres",6464.94
1908,"87","Hombres",3239.6
1908,"87","Mujeres",5375.57
1908,"88","Hombres",2535.98
1908,"88","Mujeres",4332.76
1908,"89","Hombres",1798.35
1908,"89","Mujeres",3389.65
1908,"90","Hombres",1203.9
1908,"90","Mujeres",2472.43
1908,"91","Hombres",833.5
1908,"91","Mujeres",1792.88
1908,"92","Hombres",678.01
1908,"92","Mujeres",1529.04
1908,"93","Hombres",531.67
1908,"93","Mujeres",1217.04
1908,"94","Hombres",385.72
1908,"94","Mujeres",911.25
1908,"95","Hombres",278.06
1908,"95","Mujeres",683.19
1908,"96","Hombres",186.15
1908,"96","Mujeres",503.49
1908,"97","Hombres",114.01
1908,"97","Mujeres",333.86
1908,"98","Hombres",94.1
1908,"98","Mujeres",279.64
1908,"99","Hombres",38.55
1908,"99","Mujeres",159.72
1908,"100ymas","Hombres",64.6
1908,"100ymas","Mujeres",259.47
1909,"0","Hombres",300684.53
1909,"0","Mujeres",288052.3
1909,"1","Hombres",270419.89
1909,"1","Mujeres",264529.17
1909,"2","Hombres",252347.45
1909,"2","Mujeres",250439.49
1909,"3","Hombres",245836.08
1909,"3","Mujeres",239102.52
1909,"4","Hombres",244216.27
1909,"4","Mujeres",243144.62
1909,"5","Hombres",242628.57
1909,"5","Mujeres",239992.87
1909,"6","Hombres",244042.92
1909,"6","Mujeres",239996.23
1909,"7","Hombres",219023.56
1909,"7","Mujeres",215121.29
1909,"8","Hombres",235798.99
1909,"8","Mujeres",235178.43
1909,"9","Hombres",196633.69
1909,"9","Mujeres",193976.45
1909,"10","Hombres",220408.44
1909,"10","Mujeres",222077.4
1909,"11","Hombres",197877.91
1909,"11","Mujeres",197779.42
1909,"12","Hombres",203265.32
1909,"12","Mujeres",202250.06
1909,"13","Hombres",181299.32
1909,"13","Mujeres",186894.35
1909,"14","Hombres",174526.84
1909,"14","Mujeres",187370.17
1909,"15","Hombres",174177.62
1909,"15","Mujeres",178577.53
1909,"16","Hombres",184718.49
1909,"16","Mujeres",205689.25
1909,"17","Hombres",149248.77
1909,"17","Mujeres",165274.52
1909,"18","Hombres",157982.31
1909,"18","Mujeres",203913.97
1909,"19","Hombres",140917.74
1909,"19","Mujeres",146877.33
1909,"20","Hombres",171261.78
1909,"20","Mujeres",181366.72
1909,"21","Hombres",164207.13
1909,"21","Mujeres",160997.87
1909,"22","Hombres",153538.31
1909,"22","Mujeres",175761.97
1909,"23","Hombres",151459.07
1909,"23","Mujeres",172010.1
1909,"24","Hombres",148556.61
1909,"24","Mujeres",164261.89
1909,"25","Hombres",135733.34
1909,"25","Mujeres",140868.58
1909,"26","Hombres",150846.32
1909,"26","Mujeres",170680.56
1909,"27","Hombres",118043.62
1909,"27","Mujeres",124274.81
1909,"28","Hombres",185410.01
1909,"28","Mujeres",223919.58
1909,"29","Hombres",98047.7
1909,"29","Mujeres",99877.68
1909,"30","Hombres",133692.98
1909,"30","Mujeres",144813.07
1909,"31","Hombres",121603.41
1909,"31","Mujeres",124478.28
1909,"32","Hombres",123748.54
1909,"32","Mujeres",137607.4
1909,"33","Hombres",126357.47
1909,"33","Mujeres",138054.51
1909,"34","Hombres",126367.3
1909,"34","Mujeres",144915.53
1909,"35","Hombres",104136.28
1909,"35","Mujeres",111411.36
1909,"36","Hombres",126627.9
1909,"36","Mujeres",139837.17
1909,"37","Hombres",96875.16
1909,"37","Mujeres",99138.37
1909,"38","Hombres",193079.57
1909,"38","Mujeres",218763.77
1909,"39","Hombres",77864.92
1909,"39","Mujeres",78121.51
1909,"40","Hombres",112342.74
1909,"40","Mujeres",117792.12
1909,"41","Hombres",87781.39
1909,"41","Mujeres",90901.35
1909,"42","Hombres",106941.46
1909,"42","Mujeres",114825.37
1909,"43","Hombres",123239
1909,"43","Mujeres",123932.81
1909,"44","Hombres",103194.71
1909,"44","Mujeres",113004.96
1909,"45","Hombres",83953.35
1909,"45","Mujeres",86905.52
1909,"46","Hombres",109553.44
1909,"46","Mujeres",120479.66
1909,"47","Hombres",83690.48
1909,"47","Mujeres",82457.12
1909,"48","Hombres",173376.34
1909,"48","Mujeres",202201.48
1909,"49","Hombres",68343.47
1909,"49","Mujeres",65461.13
1909,"50","Hombres",90035.44
1909,"50","Mujeres",94387.17
1909,"51","Hombres",69273.29
1909,"51","Mujeres",69438.62
1909,"52","Hombres",81210.44
1909,"52","Mujeres",93916.65
1909,"53","Hombres",87634.84
1909,"53","Mujeres",91569.72
1909,"54","Hombres",84659.78
1909,"54","Mujeres",95027.51
1909,"55","Hombres",63226.74
1909,"55","Mujeres",67273.82
1909,"56","Hombres",80170.9
1909,"56","Mujeres",91542.64
1909,"57","Hombres",60275.17
1909,"57","Mujeres",60567.87
1909,"58","Hombres",140203.38
1909,"58","Mujeres",181586.45
1909,"59","Hombres",54135.79
1909,"59","Mujeres",53146.85
1909,"60","Hombres",68568.89
1909,"60","Mujeres",71728.89
1909,"61","Hombres",55235.93
1909,"61","Mujeres",55630.83
1909,"62","Hombres",63567.63
1909,"62","Mujeres",69760.91
1909,"63","Hombres",64960.59
1909,"63","Mujeres",71569.87
1909,"64","Hombres",59631.08
1909,"64","Mujeres",62207.75
1909,"65","Hombres",46781.32
1909,"65","Mujeres",47088.7
1909,"66","Hombres",50860.78
1909,"66","Mujeres",57774.95
1909,"67","Hombres",34676.3
1909,"67","Mujeres",35873.88
1909,"68","Hombres",75027.58
1909,"68","Mujeres",93936.83
1909,"69","Hombres",27949.33
1909,"69","Mujeres",28036.57
1909,"70","Hombres",32275.5
1909,"70","Mujeres",34473.54
1909,"71","Hombres",24626.13
1909,"71","Mujeres",24270.58
1909,"72","Hombres",27324.38
1909,"72","Mujeres",28272.61
1909,"73","Hombres",27590.57
1909,"73","Mujeres",29963.59
1909,"74","Hombres",23431.41
1909,"74","Mujeres",26156.64
1909,"75","Hombres",18549.07
1909,"75","Mujeres",18990.4
1909,"76","Hombres",19157.57
1909,"76","Mujeres",21060.77
1909,"77","Hombres",12289.52
1909,"77","Mujeres",13400.69
1909,"78","Hombres",23920.29
1909,"78","Mujeres",35062.88
1909,"79","Hombres",10185.1
1909,"79","Mujeres",12228.78
1909,"80","Hombres",13356.62
1909,"80","Mujeres",18534.88
1909,"81","Hombres",10796.94
1909,"81","Mujeres",14939.15
1909,"82","Hombres",9405.09
1909,"82","Mujeres",13410.38
1909,"83","Hombres",7935.3
1909,"83","Mujeres",11820.73
1909,"84","Hombres",6647.55
1909,"84","Mujeres",10191.23
1909,"85","Hombres",5125.95
1909,"85","Mujeres",8143.7
1909,"86","Hombres",3937.95
1909,"86","Mujeres",6506.25
1909,"87","Hombres",3152.81
1909,"87","Mujeres",5397.68
1909,"88","Hombres",2529.31
1909,"88","Mujeres",4489.97
1909,"89","Hombres",1955.63
1909,"89","Mujeres",3608.88
1909,"90","Hombres",1347.84
1909,"90","Mujeres",2620.91
1909,"91","Hombres",883.86
1909,"91","Mujeres",1851.24
1909,"92","Hombres",686.73
1909,"92","Mujeres",1540.34
1909,"93","Hombres",534.4
1909,"93","Mujeres",1259.51
1909,"94","Hombres",420.01
1909,"94","Mujeres",980.74
1909,"95","Hombres",298.4
1909,"95","Mujeres",692.33
1909,"96","Hombres",198.35
1909,"96","Mujeres",494
1909,"97","Hombres",127.61
1909,"97","Mujeres",363.56
1909,"98","Hombres",75.41
1909,"98","Mujeres",231.09
1909,"99","Hombres",66.59
1909,"99","Mujeres",201.06
1909,"100ymas","Hombres",63.59
1909,"100ymas","Mujeres",273.36
1910,"0","Hombres",260754.1
1910,"0","Mujeres",250885.22
1910,"1","Hombres",268735.98
1910,"1","Mujeres",260912.52
1910,"2","Hombres",255436.21
1910,"2","Mujeres",250455.52
1910,"3","Hombres",243874.87
1910,"3","Mujeres",242374.84
1910,"4","Hombres",240809.95
1910,"4","Mujeres",234148.81
1910,"5","Hombres",240929.48
1910,"5","Mujeres",239909.65
1910,"6","Hombres",240271.43
1910,"6","Mujeres",237646.3
1910,"7","Hombres",242295.75
1910,"7","Mujeres",238230.47
1910,"8","Hombres",217818.36
1910,"8","Mujeres",213941.99
1910,"9","Hombres",234895.36
1910,"9","Mujeres",234309.39
1910,"10","Hombres",195876.12
1910,"10","Mujeres",193249.55
1910,"11","Hombres",219729.41
1910,"11","Mujeres",221374.19
1910,"12","Hombres",197222.19
1910,"12","Mujeres",197108.15
1910,"13","Hombres",202614.67
1910,"13","Mujeres",201554.73
1910,"14","Hombres",180630
1910,"14","Mujeres",186118.78
1910,"15","Hombres",173827.59
1910,"15","Mujeres",186522.6
1910,"16","Hombres",173432.87
1910,"16","Mujeres",177641.99
1910,"17","Hombres",183838.85
1910,"17","Mujeres",204646.78
1910,"18","Hombres",148175.57
1910,"18","Mujeres",164149.26
1910,"19","Hombres",156833.1
1910,"19","Mujeres",202821.78
1910,"20","Hombres",139721.94
1910,"20","Mujeres",145797.18
1910,"21","Hombres",170109.9
1910,"21","Mujeres",180247.42
1910,"22","Hombres",162972.57
1910,"22","Mujeres",159747.21
1910,"23","Hombres",152211.34
1910,"23","Mujeres",174415.92
1910,"24","Hombres",150211.62
1910,"24","Mujeres",170728.41
1910,"25","Hombres",147358.52
1910,"25","Mujeres",162959.11
1910,"26","Hombres",134623.96
1910,"26","Mujeres",139575.19
1910,"27","Hombres",149808.12
1910,"27","Mujeres",169467.63
1910,"28","Hombres",116965.07
1910,"28","Mujeres",123011.73
1910,"29","Hombres",184412.79
1910,"29","Mujeres",222729.45
1910,"30","Hombres",96973.13
1910,"30","Mujeres",98488.92
1910,"31","Hombres",132657.98
1910,"31","Mujeres",143467.58
1910,"32","Hombres",120635.01
1910,"32","Mujeres",123402.34
1910,"33","Hombres",122629.51
1910,"33","Mujeres",136345.34
1910,"34","Hombres",125295.53
1910,"34","Mujeres",136834.35
1910,"35","Hombres",125257.13
1910,"35","Mujeres",143661.13
1910,"36","Hombres",102976.35
1910,"36","Mujeres",110100.2
1910,"37","Hombres",125574.01
1910,"37","Mujeres",138670.64
1910,"38","Hombres",95775.96
1910,"38","Mujeres",98011.11
1910,"39","Hombres",192005.11
1910,"39","Mujeres",217677.7
1910,"40","Hombres",76494.99
1910,"40","Mujeres",76643.66
1910,"41","Hombres",111018.47
1910,"41","Mujeres",116344.17
1910,"42","Hombres",86702.36
1910,"42","Mujeres",89922.05
1910,"43","Hombres",105695.46
1910,"43","Mujeres",113752.96
1910,"44","Hombres",122045.34
1910,"44","Mujeres",122921.69
1910,"45","Hombres",101706.05
1910,"45","Mujeres",111730.27
1910,"46","Hombres",82380.73
1910,"46","Mujeres",85613.14
1910,"47","Hombres",108190.37
1910,"47","Mujeres",119431.49
1910,"48","Hombres",82194.98
1910,"48","Mujeres",81353.45
1910,"49","Hombres",171853.07
1910,"49","Mujeres",201080.02
1910,"50","Hombres",66473.21
1910,"50","Mujeres",63791.41
1910,"51","Hombres",88226.33
1910,"51","Mujeres",92697.15
1910,"52","Hombres",67850.09
1910,"52","Mujeres",68304.35
1910,"53","Hombres",79656.92
1910,"53","Mujeres",92672.31
1910,"54","Hombres",86051.03
1910,"54","Mujeres",90249.86
1910,"55","Hombres",82726.41
1910,"55","Mujeres",93358.53
1910,"56","Hombres",61173.88
1910,"56","Mujeres",65523.28
1910,"57","Hombres",78338.51
1910,"57","Mujeres",90016.25
1910,"58","Hombres",58416.07
1910,"58","Mujeres",58956.52
1910,"59","Hombres",138209.36
1910,"59","Mujeres",179925.87
1910,"60","Hombres",51200.88
1910,"60","Mujeres",50135.95
1910,"61","Hombres",65634.13
1910,"61","Mujeres",68582.99
1910,"62","Hombres",53069.82
1910,"62","Mujeres",53790.66
1910,"63","Hombres",61021.01
1910,"63","Mujeres",67507.93
1910,"64","Hombres",62272.96
1910,"64","Mujeres",69106.3
1910,"65","Hombres",56540.85
1910,"65","Mujeres",59201.66
1910,"66","Hombres",43693.1
1910,"66","Mujeres",44090.57
1910,"67","Hombres",48167.37
1910,"67","Mujeres",55235.94
1910,"68","Hombres",31992.03
1910,"68","Mujeres",33299.7
1910,"69","Hombres",72559.61
1910,"69","Mujeres",91579.89
1910,"70","Hombres",24576.37
1910,"70","Mujeres",24170.04
1910,"71","Hombres",28885.12
1910,"71","Mujeres",30462.93
1910,"72","Hombres",22387.82
1910,"72","Mujeres",22064.99
1910,"73","Hombres",24782.12
1910,"73","Mujeres",25609.38
1910,"74","Hombres",25128.48
1910,"74","Mujeres",27509.55
1910,"75","Hombres",20548.3
1910,"75","Mujeres",23259.53
1910,"76","Hombres",15749.39
1910,"76","Mujeres",16066.41
1910,"77","Hombres",16857.88
1910,"77","Mujeres",18741.04
1910,"78","Hombres",9892.93
1910,"78","Mujeres",11039.4
1910,"79","Hombres",21730.17
1910,"79","Mujeres",32869.47
1910,"80","Hombres",13581.49
1910,"80","Mujeres",18959.62
1910,"81","Hombres",10940.12
1910,"81","Mujeres",15272.56
1910,"82","Hombres",9394.77
1910,"82","Mujeres",13370.03
1910,"83","Hombres",7937.74
1910,"83","Mujeres",11671.08
1910,"84","Hombres",6549.21
1910,"84","Mujeres",10062.86
1910,"85","Hombres",5202.9
1910,"85","Mujeres",8273.85
1910,"86","Hombres",3990.1
1910,"86","Mujeres",6632.14
1910,"87","Hombres",3065.51
1910,"87","Mujeres",5387.52
1910,"88","Hombres",2415.84
1910,"88","Mujeres",4430.52
1910,"89","Hombres",1923.06
1910,"89","Mujeres",3657.64
1910,"90","Hombres",1408
1910,"90","Mujeres",2751.35
1910,"91","Hombres",961.36
1910,"91","Mujeres",1941.84
1910,"92","Hombres",728.45
1910,"92","Mujeres",1559.26
1910,"93","Hombres",548.99
1910,"93","Mujeres",1259.69
1910,"94","Hombres",423.47
1910,"94","Mujeres",1022.12
1910,"95","Hombres",311.41
1910,"95","Mujeres",745.33
1910,"96","Hombres",207.28
1910,"96","Mujeres",495.92
1910,"97","Hombres",137.26
1910,"97","Mujeres",341.97
1910,"98","Hombres",85.54
1910,"98","Mujeres",239.57
1910,"99","Hombres",44.85
1910,"99","Mujeres",145.02
1910,"100ymas","Hombres",74.62
1910,"100ymas","Mujeres",311.55
1911,"0","Hombres",225450
1911,"0","Mujeres",218053
1911,"1","Hombres",230381
1911,"1","Mujeres",224981
1911,"2","Hombres",254211
1911,"2","Mujeres",247257
1911,"3","Hombres",247178
1911,"3","Mujeres",242499
1911,"4","Hombres",239197
1911,"4","Mujeres",237691
1911,"5","Hombres",237756
1911,"5","Mujeres",231152
1911,"6","Hombres",238681
1911,"6","Mujeres",237758
1911,"7","Hombres",238600
1911,"7","Mujeres",235976
1911,"8","Hombres",241088
1911,"8","Mujeres",237023
1911,"9","Hombres",216906
1911,"9","Mujeres",213030
1911,"10","Hombres",234102
1911,"10","Mujeres",233527
1911,"11","Hombres",195163
1911,"11","Mujeres",192548
1911,"12","Hombres",219090
1911,"12","Mujeres",220724
1911,"13","Hombres",196616
1911,"13","Mujeres",196434
1911,"14","Hombres",202007
1911,"14","Mujeres",200824
1911,"15","Hombres",179953
1911,"15","Mujeres",185273
1911,"16","Hombres",173089
1911,"16","Mujeres",185599
1911,"17","Hombres",172549
1911,"17","Mujeres",176622
1911,"18","Hombres",182758
1911,"18","Mujeres",203549
1911,"19","Hombres",147052
1911,"19","Mujeres",163061
1911,"20","Hombres",155726
1911,"20","Mujeres",201656
1911,"21","Hombres",138637
1911,"21","Mujeres",144628
1911,"22","Hombres",168953
1911,"22","Mujeres",179033
1911,"23","Hombres",161722
1911,"23","Mujeres",158446
1911,"24","Hombres",151027
1911,"24","Mujeres",173168
1911,"25","Hombres",149101
1911,"25","Mujeres",169468
1911,"26","Hombres",146265
1911,"26","Mujeres",161719
1911,"27","Hombres",133594
1911,"27","Mujeres",138388
1911,"28","Hombres",148763
1911,"28","Mujeres",168231
1911,"29","Hombres",116013
1911,"29","Mujeres",121849
1911,"30","Hombres",183402
1911,"30","Mujeres",221438
1911,"31","Hombres",95998
1911,"31","Mujeres",97280
1911,"32","Hombres",131779
1911,"32","Mujeres",142448
1911,"33","Hombres",119590
1911,"33","Mujeres",122184
1911,"34","Hombres",121572
1911,"34","Mujeres",135135
1911,"35","Hombres",124217
1911,"35","Mujeres",135542
1911,"36","Hombres",124136
1911,"36","Mujeres",142326
1911,"37","Hombres",101918
1911,"37","Mujeres",108941
1911,"38","Hombres",124456
1911,"38","Mujeres",137542
1911,"39","Hombres",94718
1911,"39","Mujeres",96911
1911,"40","Hombres",190700
1911,"40","Mujeres",216251
1911,"41","Hombres",75170
1911,"41","Mujeres",75268
1911,"42","Hombres",109908
1911,"42","Mujeres",115405
1911,"43","Hombres",85509
1911,"43","Mujeres",88925
1911,"44","Hombres",104564
1911,"44","Mujeres",112743
1911,"45","Hombres",120581
1911,"45","Mujeres",121659
1911,"46","Hombres",100190
1911,"46","Mujeres",110477
1911,"47","Hombres",81120
1911,"47","Mujeres",84557
1911,"48","Hombres",106807
1911,"48","Mujeres",118337
1911,"49","Hombres",80744
1911,"49","Mujeres",80262
1911,"50","Hombres",169997
1911,"50","Mujeres",199449
1911,"51","Hombres",64689
1911,"51","Mujeres",62152
1911,"52","Hombres",86859
1911,"52","Mujeres",91592
1911,"53","Hombres",66339
1911,"53","Mujeres",67074
1911,"54","Hombres",78119
1911,"54","Mujeres",91423
1911,"55","Hombres",84168
1911,"55","Mujeres",88654
1911,"56","Hombres",80732
1911,"56","Mujeres",91571
1911,"57","Hombres",59372
1911,"57","Mujeres",63935
1911,"58","Hombres",76499
1911,"58","Mujeres",88462
1911,"59","Hombres",56569
1911,"59","Mujeres",57425
1911,"60","Hombres",135293
1911,"60","Mujeres",176985
1911,"61","Hombres",48142
1911,"61","Mujeres",46965
1911,"62","Hombres",63474
1911,"62","Mujeres",66745
1911,"63","Hombres",50596
1911,"63","Mujeres",51600
1911,"64","Hombres",58434
1911,"64","Mujeres",65158
1911,"65","Hombres",59168
1911,"65","Mujeres",66201
1911,"66","Hombres",53371
1911,"66","Mujeres",56223
1911,"67","Hombres",40935
1911,"67","Mujeres",41632
1911,"68","Hombres",45468
1911,"68","Mujeres",52790
1911,"69","Hombres",29547
1911,"69","Mujeres",31026
1911,"70","Hombres",69062
1911,"70","Mujeres",87689
1911,"71","Hombres",21055
1911,"71","Mujeres",20014
1911,"72","Hombres",26574
1911,"72","Mujeres",28222
1911,"73","Hombres",19708
1911,"73","Mujeres",19454
1911,"74","Hombres",22224
1911,"74","Mujeres",23144
1911,"75","Hombres",22257
1911,"75","Mujeres",24569
1911,"76","Hombres",17696
1911,"76","Mujeres",20278
1911,"77","Hombres",13332
1911,"77","Mujeres",13656
1911,"78","Hombres",14499
1911,"78","Mujeres",16341
1911,"79","Hombres",7895
1911,"79","Mujeres",8924
1911,"80","Hombres",13140.75
1911,"80","Mujeres",19155.73
1911,"81","Hombres",11187.43
1911,"81","Mujeres",15733.57
1911,"82","Hombres",9509.22
1911,"82","Mujeres",13665.2
1911,"83","Hombres",7902.14
1911,"83","Mujeres",11644.32
1911,"84","Hombres",6527.38
1911,"84","Mujeres",10022.94
1911,"85","Hombres",5104.94
1911,"85","Mujeres",8212.37
1911,"86","Hombres",4025.79
1911,"86","Mujeres",6704.59
1911,"87","Hombres",3112.32
1911,"87","Mujeres",5429.09
1911,"88","Hombres",2366.88
1911,"88","Mujeres",4399.68
1911,"89","Hombres",1846.11
1911,"89","Mujeres",3622.7
1911,"90","Hombres",1420.16
1911,"90","Mujeres",2811.39
1911,"91","Hombres",1021.36
1911,"91","Mujeres",2023.96
1911,"92","Hombres",785.03
1911,"92","Mujeres",1611.72
1911,"93","Hombres",570.52
1911,"93","Mujeres",1257.87
1911,"94","Hombres",431.97
1911,"94","Mujeres",1037.23
1911,"95","Hombres",317.9
1911,"95","Mujeres",796.98
1911,"96","Hombres",216.71
1911,"96","Mujeres",532.21
1911,"97","Hombres",133.67
1911,"97","Mujeres",340.3
1911,"98","Hombres",78.62
1911,"98","Mujeres",227.85
1911,"99","Hombres",47.07
1911,"99","Mujeres",146.89
1911,"100ymas","Hombres",75.92
1911,"100ymas","Mujeres",303.22
1912,"0","Hombres",291787.54
1912,"0","Mujeres",270393.1
1912,"1","Hombres",201452.1
1912,"1","Mujeres",198946.75
1912,"2","Hombres",217352.8
1912,"2","Mujeres",212926.33
1912,"3","Hombres",246950.64
1912,"3","Mujeres",240859.03
1912,"4","Hombres",241221.41
1912,"4","Mujeres",236916.91
1912,"5","Hombres",236291.23
1912,"5","Mujeres",235036.91
1912,"6","Hombres",234268.76
1912,"6","Mujeres",229036.6
1912,"7","Hombres",234900.88
1912,"7","Mujeres",235215.54
1912,"8","Hombres",235041.57
1912,"8","Mujeres",233465.69
1912,"9","Hombres",238072.18
1912,"9","Mujeres",236413.92
1912,"10","Hombres",212340.42
1912,"10","Mujeres",210638.91
1912,"11","Hombres",230576.89
1912,"11","Mujeres",234200.89
1912,"12","Hombres",192076.91
1912,"12","Mujeres",190185.18
1912,"13","Hombres",216211.53
1912,"13","Mujeres",218222.34
1912,"14","Hombres",194405.93
1912,"14","Mujeres",194974.48
1912,"15","Hombres",199204.89
1912,"15","Mujeres",200445.49
1912,"16","Hombres",179512.46
1912,"16","Mujeres",186184.42
1912,"17","Hombres",171695.18
1912,"17","Mujeres",185067.52
1912,"18","Hombres",170457.37
1912,"18","Mujeres",175362.75
1912,"19","Hombres",180603.52
1912,"19","Mujeres",201372.14
1912,"20","Hombres",144832.7
1912,"20","Mujeres",160343.4
1912,"21","Hombres",159693.63
1912,"21","Mujeres",204356.62
1912,"22","Hombres",136611.86
1912,"22","Mujeres",142653.55
1912,"23","Hombres",166645.55
1912,"23","Mujeres",176632.6
1912,"24","Hombres",158576.48
1912,"24","Mujeres",156453.53
1912,"25","Hombres",148505.35
1912,"25","Mujeres",170048.74
1912,"26","Hombres",148195.02
1912,"26","Mujeres",167546.01
1912,"27","Hombres",144198.37
1912,"27","Mujeres",159615.61
1912,"28","Hombres",131171.61
1912,"28","Mujeres",136266.21
1912,"29","Hombres",146660.72
1912,"29","Mujeres",165331.42
1912,"30","Hombres",114814.31
1912,"30","Mujeres",120553.84
